Game,Proj_winner,Proj_margin,Win_prob,WP_pct
UL-Lafayette at Texas State,UL-Lafayette,0.3,51,0.51
Louisiana Tech at Sam Houston,Sam Houston,6.8,66,0.66
Jacksonville State at Liberty,Liberty,8.6,71,0.71
Kennesaw State at Western Kentucky,Western Kentucky,28.4,96,0.96
Tulane at Charlotte,Tulane,19,88,0.88
Georgia State at Connecticut,Connecticut,15.2,83,0.83
USF at Florida Atlantic,Florida Atlantic,0.6,52,0.52
San Diego State at Boise State,Boise State,21.5,91,0.91
Air Force at Army,Army,30.2,97,0.97
Buffalo at Akron,Buffalo,7.5,68,0.68
Duke at Miami-FL,Miami-FL,18.5,88,0.88
Memphis at UTSA,Memphis,9.5,73,0.73
Minnesota at Illinois,Minnesota,3.2,58,0.58
Northwestern at Purdue,Northwestern,3,58,0.58
Ohio State at Penn State,Ohio State,1.5,54,0.54
Ole Miss at Arkansas,Ole Miss,14.4,82,0.82
Stanford at NC State,NC State,15.8,84,0.84
Toledo at Eastern Michigan,Toledo,8,69,0.69
Virginia Tech at Syracuse,Virginia Tech,6.8,67,0.67
Vanderbilt at Auburn,Auburn,10.9,75,0.75
Maine at Oklahoma,Oklahoma,39.5,99,0.99
Old Dominion at Appalachian State,Appalachian State,0.1,50,0.5
Tulsa at UAB,UAB,2.2,55,0.55
Arizona at UCF,UCF,6.5,66,0.66
Florida vs. Georgia,Georgia,12.5,78,0.78
Indiana at Michigan State,Indiana,16.8,85,0.85
Kansas State at Houston,Kansas State,19.4,89,0.89
Middle Tennessee at UTEP,UTEP,3.6,59,0.59
North Carolina at Florida State,North Carolina,5.1,63,0.63
Oregon at Michigan,Oregon,12.5,78,0.78
Texas Tech at Iowa State,Iowa State,13.7,81,0.81
UCLA at Nebraska,Nebraska,14.6,82,0.82
UL-Monroe at Marshall,Marshall,10.7,75,0.75
Coastal Carolina at Troy,Coastal Carolina,3.1,58,0.58
Navy at Rice,Navy,12.3,78,0.78
Wyoming at New Mexico,New Mexico,2.2,55,0.55
Massachusetts at Mississippi State,Mississippi State,16.9,86,0.86
Arizona State at Oklahoma State,Oklahoma State,1.7,54,0.54
Hawaii at Fresno State,Fresno State,9.8,73,0.73
Georgia Southern at South Alabama,South Alabama,9.2,72,0.72
Louisville at Clemson,Clemson,7.9,69,0.69
Texas A&M at South Carolina,Texas A&M,6.2,65,0.65
USC at Washington,USC,1.3,53,0.53
Wisconsin at Iowa,Iowa,6.3,65,0.65
Kentucky at Tennessee,Tennessee,16.8,85,0.85
Colorado State at Nevada,Colorado State,2.8,57,0.57
Pittsburgh at SMU,SMU,4.9,62,0.62
TCU at Baylor,TCU,0.3,51,0.51
Bowling Green at Central Michigan,Bowling Green,9.6,73,0.73
Miami-OH at Ball State,Miami-OH,13.5,80,0.8
Northern Illinois at Western Michigan,Northern Illinois,2.4,56,0.56
Ohio at Kent State,Ohio,19.3,89,0.89
Appalachian State at Coastal Carolina,Coastal Carolina,3.2,58,0.58
Florida Atlantic at East Carolina,East Carolina,9,71,0.71
California at Wake Forest,California,9,71,0.71
Iowa at UCLA,Iowa,15.4,83,0.83
Rice at Memphis,Memphis,17.3,86,0.86
New Mexico at San Diego State,San Diego State,7.5,68,0.68
Florida at Texas,Texas,19.6,89,0.89
Miami-FL at Georgia Tech,Miami-FL,17.4,86,0.86
Minnesota at Rutgers,Minnesota,6.1,65,0.65
Navy at USF,Navy,4.7,62,0.62
Purdue at Ohio State,Ohio State,41.6,100,1
Syracuse at Boston College,Syracuse,0.1,50,0.5
Texas State at UL-Monroe,Texas State,12.3,78,0.78
West Virginia at Cincinnati,Cincinnati,4.9,62,0.62
Liberty at Middle Tennessee,Liberty,20.5,90,0.9
Connecticut at UAB,Connecticut,9,71,0.71
Marshall at Southern Miss,Marshall,14.3,81,0.81
Army at North Texas,Army,11.2,76,0.76
Clemson at Virginia Tech,Clemson,3.1,58,0.58
Duke at NC State,NC State,2.1,55,0.55
Georgia at Ole Miss,Ole Miss,2.3,56,0.56
Georgia State at James Madison,James Madison,26,95,0.95
Iowa State at Kansas,Iowa State,4.3,61,0.61
Michigan at Indiana,Indiana,12.5,78,0.78
San Jose State at Oregon State,Oregon State,3.6,59,0.59
Colorado at Texas Tech,Colorado,3.2,58,0.58
Kennesaw State at UTEP,UTEP,7.5,68,0.68
Temple at Tulane,Tulane,28.6,96,0.96
South Carolina at Vanderbilt,South Carolina,7.5,68,0.68
Jacksonville State at Louisiana Tech,Jacksonville State,6.6,66,0.66
Arkansas State at UL-Lafayette,UL-Lafayette,21.8,91,0.91
Western Kentucky at New Mexico State,Western Kentucky,21.1,91,0.91
Maryland at Oregon,Oregon,28.6,96,0.96
Mississippi State at Tennessee,Tennessee,28.4,96,0.96
Oklahoma State at TCU,TCU,8.8,71,0.71
UCF at Arizona State,Arizona State,2,55,0.55
Alabama at LSU,Alabama,5.6,64,0.64
Florida State at Notre Dame,Notre Dame,27.8,96,0.96
Oklahoma at Missouri,Missouri,6,65,0.65
Nevada at Boise State,Boise State,26.4,95,0.95
Virginia at Pittsburgh,Pittsburgh,12.9,79,0.79
Washington at Penn State,Penn State,16.4,85,0.85
UNLV at Hawaii,UNLV,11.8,77,0.77
Fresno State at Air Force,Fresno State,13.2,80,0.8
BYU at Utah,BYU,1.7,54,0.54
Utah State at Washington State,Washington State,24.6,94,0.94
Ball State at Buffalo,Buffalo,9.3,72,0.72
Central Michigan at Toledo,Toledo,17.1,86,0.86
Western Michigan at Bowling Green,Bowling Green,9.9,73,0.73
Akron at Northern Illinois,Northern Illinois,22,92,0.92
Eastern Michigan at Ohio,Ohio,9.2,72,0.72
Kent State at Miami-OH,Miami-OH,29.7,97,0.97
East Carolina at Tulsa,East Carolina,12.1,78,0.78
North Texas at UTSA,North Texas,0,50,0.5
Wyoming at Colorado State,Colorado State,13,79,0.79
UCLA at Washington,Washington,10.3,74,0.74
Houston at Arizona,Arizona,4.4,61,0.61
Clemson at Pittsburgh,Clemson,6.4,66,0.66
Liberty at Massachusetts,Liberty,22.6,92,0.92
Louisiana Tech at Western Kentucky,Western Kentucky,17.6,87,0.87
Ohio State at Northwestern,Ohio State,31.2,97,0.97
Texas at Arkansas,Texas,18.5,88,0.88
Tulane at Navy,Tulane,4.1,60,0.6
Utah at Colorado,Colorado,3.4,58,0.58
UL-Monroe at Auburn,Auburn,27,95,0.95
Coastal Carolina at Marshall,Marshall,6.3,65,0.65
Murray State at Kentucky,Kentucky,46.7,100,1
Florida Atlantic at Temple,Florida Atlantic,4.9,62,0.62
Florida International at Jacksonville State,Jacksonville State,13.2,80,0.8
Mercer at Alabama,Alabama,39.4,99,0.99
Michigan State at Illinois,Illinois,9.4,72,0.72
Hawaii at Utah State,Hawaii,6.6,66,0.66
Sam Houston at Kennesaw State,Sam Houston,17.7,87,0.87
Syracuse at California,California,8.7,71,0.71
Boston College at SMU,SMU,19.3,89,0.89
Louisville at Stanford,Louisville,21.6,91,0.91
LSU at Florida,LSU,6.1,65,0.65
Oregon State at Air Force,Oregon State,8.3,70,0.7
Penn State at Purdue,Penn State,34.1,98,0.98
USF at Charlotte,USF,7.6,68,0.68
Virginia at Notre Dame,Notre Dame,27,95,0.95
Baylor at West Virginia,West Virginia,1.2,53,0.53
James Madison at Old Dominion,James Madison,14,81,0.81
Nebraska at USC,USC,8.1,69,0.69
Troy at Georgia Southern,Georgia Southern,5.2,63,0.63
Missouri at South Carolina,South Carolina,2.6,56,0.56
Arkansas State at Georgia State,Arkansas State,0.2,51,0.51
Rutgers at Maryland,Maryland,0.8,52,0.52
Arizona State at Kansas State,Kansas State,11.8,77,0.77
Boise State at San Jose State,Boise State,12.8,79,0.79
South Alabama at UL-Lafayette,UL-Lafayette,10.1,74,0.74
Southern Miss at Texas State,Texas State,28.5,96,0.96
Oregon at Wisconsin,Oregon,19,88,0.88
Tennessee at Georgia,Georgia,4.4,61,0.61
New Mexico State at Texas A&M,Texas A&M,41.9,100,1
Cincinnati at Iowa State,Iowa State,10,73,0.73
UAB at Memphis,Memphis,22.4,92,0.92
Wake Forest at North Carolina,North Carolina,15.3,83,0.83
Washington State at New Mexico,Washington State,16.4,85,0.85
Kansas at BYU,BYU,7.9,69,0.69
San Diego State at UNLV,UNLV,19,88,0.88
Akron at Kent State,Akron,5.4,63,0.63
Western Michigan at Central Michigan,Western Michigan,3.3,58,0.58
Northern Illinois at Miami-OH,Miami-OH,3.8,59,0.59
Buffalo at Eastern Michigan,Buffalo,0,50,0.5
Ohio at Toledo,Toledo,5.2,63,0.63
NC State at Georgia Tech,Georgia Tech,3.4,58,0.58
Temple at UTSA,UTSA,19.4,89,0.89
Purdue at Michigan State,Michigan State,11.4,76,0.76
UNLV at San Jose State,UNLV,8,69,0.69
Connecticut at Syracuse,Syracuse,8.9,71,0.71
Illinois at Rutgers,Rutgers,1,53,0.53
Indiana at Ohio State,Ohio State,12.4,78,0.78
Iowa at Maryland,Iowa,12.9,79,0.79
North Carolina at Boston College,North Carolina,7.1,67,0.67
Ole Miss at Florida,Ole Miss,16.1,84,0.84
Sam Houston at Jacksonville State,Jacksonville State,6.1,65,0.65
SMU at Virginia,SMU,16.2,85,0.85
Wake Forest at Miami-FL,Miami-FL,27.9,96,0.96
Massachusetts at Georgia,Georgia,50.2,100,1
UTEP at Tennessee,Tennessee,45.9,100,1
Western Kentucky at Liberty,Liberty,2.4,56,0.56
Charleston Southern at Florida State,Florida State,33.9,98,0.98
Bowling Green at Ball State,Bowling Green,14.7,82,0.82
Rice at UAB,Rice,3.1,58,0.58
James Madison at Appalachian State,James Madison,15.2,83,0.83
New Mexico State at Middle Tennessee,Middle Tennessee,2.3,56,0.56
Arizona at TCU,TCU,12.3,78,0.78
Charlotte at Florida Atlantic,Florida Atlantic,6.4,66,0.66
Florida International at Kennesaw State,Florida International,12.1,78,0.78
South Alabama at Southern Miss,South Alabama,22.1,92,0.92
UL-Monroe at Arkansas State,Arkansas State,4.3,61,0.61
BYU at Arizona State,BYU,2.6,56,0.56
Colorado at Kansas,Colorado,1.6,54,0.54
East Carolina at North Texas,North Texas,0.3,51,0.51
Georgia Southern at Coastal Carolina,Coastal Carolina,3.4,59,0.59
Kentucky at Texas,Texas,23.2,93,0.93
Northwestern at Michigan,Michigan,15.2,83,0.83
Penn State at Minnesota,Penn State,15,83,0.83
San Diego State at Utah State,Utah State,2.2,55,0.55
Stanford at California,California,21.2,91,0.91
Texas Tech at Oklahoma State,Texas Tech,0.2,50,0.5
The Citadel at Clemson,Clemson,52,100,1
Tulsa at USF,USF,14.8,82,0.82
UCF at West Virginia,UCF,1,52,0.52
Wisconsin at Nebraska,Nebraska,1.3,53,0.53
Louisiana Tech at Arkansas,Arkansas,22.2,92,0.92
Pittsburgh at Louisville,Louisville,7.8,69,0.69
Wofford at South Carolina,South Carolina,50,100,1
Missouri at Mississippi State,Missouri,16.2,85,0.85
Troy at UL-Lafayette,UL-Lafayette,16.3,85,0.85
Army vs. Notre Dame,Notre Dame,14.4,82,0.82
Baylor at Houston,Baylor,10,74,0.74
Boise State at Wyoming,Boise State,27.2,96,0.96
Georgia State at Texas State,Texas State,26.5,95,0.95
Washington State at Oregon State,Washington State,9.7,73,0.73
Alabama at Oklahoma,Alabama,16,84,0.84
Iowa State at Utah,Iowa State,4.1,60,0.6
Marshall at Old Dominion,Marshall,3.3,58,0.58
Texas A&M at Auburn,Texas A&M,3.2,58,0.58
Vanderbilt at LSU,LSU,13.2,80,0.8
Cincinnati at Kansas State,Kansas State,12.4,78,0.78
Virginia Tech at Duke,Virginia Tech,0.6,51,0.51
Air Force at Nevada,Nevada,2.8,57,0.57
Colorado State at Fresno State,Fresno State,3.8,60,0.6
USC at UCLA,USC,13.7,81,0.81
Kent State at Buffalo,Buffalo,27.6,96,0.96
Toledo at Akron,Toledo,17,86,0.86
Memphis at Tulane,Tulane,6.4,66,0.66
Ball State at Ohio,Ohio,20.9,90,0.9
Miami-OH at Bowling Green,Bowling Green,4.6,61,0.61
Minnesota at Wisconsin,Minnesota,2.1,55,0.55
Navy at East Carolina,East Carolina,2.4,56,0.56
Oklahoma State at Colorado,Colorado,14.3,82,0.82
Oregon State at Boise State,Boise State,23.5,93,0.93
Liberty at Sam Houston,Liberty,8.4,70,0.7
Mississippi State at Ole Miss,Ole Miss,35.6,99,0.99
Texas State at South Alabama,South Alabama,1,53,0.53
Utah State at Colorado State,Colorado State,9.6,73,0.73
Stanford at San Jose State,San Jose State,6.7,66,0.66
Georgia Tech at Georgia,Georgia,25.9,95,0.95
Nebraska at Iowa,Iowa,14.5,82,0.82
Utah at UCF,UCF,2.1,55,0.55
Connecticut at Massachusetts,Connecticut,19.8,89,0.89
Duke at Wake Forest,Duke,9.9,73,0.73
Illinois at Northwestern,Illinois,13.5,80,0.8
Kansas at Baylor,Baylor,3.5,59,0.59
Louisville at Kentucky,Louisville,4,60,0.6
Michigan at Ohio State,Ohio State,25.4,94,0.94
North Texas at Temple,North Texas,13.4,80,0.8
South Carolina at Clemson,Clemson,0.9,52,0.52
Tennessee at Vanderbilt,Tennessee,17.3,86,0.86
UL-Lafayette at UL-Monroe,UL-Lafayette,22.8,92,0.92
UTSA at Army,Army,13,79,0.79
West Virginia at Texas Tech,Texas Tech,0.5,51,0.51
Eastern Michigan at Western Michigan,Western Michigan,3.7,59,0.59
Coastal Carolina at Georgia State,Coastal Carolina,9,71,0.71
Middle Tennessee at Florida International,Florida International,15.2,83,0.83
Southern Miss at Troy,Troy,18,87,0.87
USF at Rice,USF,7.7,69,0.69
Old Dominion at Arkansas State,Old Dominion,3.8,59,0.59
Pittsburgh at Boston College,Pittsburgh,3.1,58,0.58
Arizona State at Arizona,Arizona State,6.6,66,0.66
Arkansas at Missouri,Missouri,4.8,62,0.62
Auburn at Alabama,Alabama,16.2,84,0.84
California at SMU,SMU,13.2,80,0.8
Central Michigan at Northern Illinois,Northern Illinois,14.7,82,0.82
Florida Atlantic at Tulsa,Florida Atlantic,1.1,53,0.53
Fresno State at UCLA,Fresno State,0.9,52,0.52
Maryland at Penn State,Penn State,30.6,97,0.97
Miami-FL at Syracuse,Miami-FL,18.1,87,0.87
NC State at North Carolina,North Carolina,6.5,66,0.66
Notre Dame at USC,Notre Dame,10.5,74,0.74
Rutgers at Michigan State,Rutgers,4.1,60,0.6
UAB at Charlotte,UAB,2.4,56,0.56
Jacksonville State at Western Kentucky,Western Kentucky,4.5,61,0.61
Kennesaw State at Louisiana Tech,Louisiana Tech,14.7,82,0.82
UTEP at New Mexico State,New Mexico State,7.5,68,0.68
Appalachian State at Georgia Southern,Georgia Southern,6,65,0.65
TCU at Cincinnati,TCU,5.6,64,0.64
Wyoming at Washington State,Washington State,23.1,93,0.93
Florida at Florida State,Florida,12.6,79,0.79
Oklahoma at LSU,LSU,3.6,59,0.59
Purdue at Indiana,Indiana,40.8,99,0.99
Kansas State at Iowa State,Kansas State,0.6,51,0.51
Texas at Texas A&M,Texas,5.7,64,0.64
Washington at Oregon,Oregon,25.4,94,0.94
Marshall at James Madison,James Madison,10.1,74,0.74
Nevada at UNLV,UNLV,26.8,95,0.95
Virginia at Virginia Tech,Virginia Tech,15.5,84,0.84
Houston at BYU,BYU,24.4,94,0.94
Air Force at San Diego State,San Diego State,1.1,53,0.53
New Mexico at Hawaii,Hawaii,4.6,61,0.61
Western Kentucky at Jacksonville State,Jacksonville State,0.2,50,0.5
Tulane at Army,Army,1.8,54,0.54
UNLV at Boise State,Boise State,4.6,61,0.61
Iowa State vs. Arizona State,Iowa State,3.7,59,0.59
Ohio vs. Miami-OH,Miami-OH,2.1,55,0.55
Georgia vs. Texas,Texas,1.5,54,0.54
Marshall at UL-Lafayette,UL-Lafayette,10.9,75,0.75
Clemson vs. SMU,SMU,5.4,63,0.63
Penn State vs. Oregon,Oregon,3.2,58,0.58
Army vs. Navy,Army,8.2,70,0.7
South Alabama vs. Western Michigan,South Alabama,15.2,83,0.83
Memphis vs. West Virginia,Memphis,7.4,68,0.68
Western Kentucky vs. James Madison,James Madison,9.3,72,0.72
California vs. UNLV,UNLV,3,57,0.57
Georgia Southern vs. Sam Houston,Georgia Southern,6,65,0.65
Ohio vs. Jacksonville State,Ohio,1.1,53,0.53
Tulane vs. Florida,Florida,5.1,63,0.63
Indiana at Notre Dame,Notre Dame,4.8,62,0.62
SMU at Penn State,Penn State,5,62,0.62
Clemson at Texas,Texas,13.2,80,0.8
Tennessee at Ohio State,Ohio State,5.6,64,0.64
Coastal Carolina vs. UTSA,UTSA,3.5,59,0.59
Northern Illinois vs. Fresno State,Fresno State,2.6,57,0.57
USF vs. San Jose State,USF,1.9,55,0.55
Pittsburgh vs. Toledo,Pittsburgh,9.9,73,0.73
Rutgers vs. Kansas State,Kansas State,8.8,71,0.71
Arkansas State vs. Bowling Green,Bowling Green,10.6,75,0.75
Oklahoma vs. Navy,Oklahoma,7.7,68,0.68
Georgia Tech vs. Vanderbilt,Vanderbilt,1.7,54,0.54
Texas Tech vs. Arkansas,Arkansas,5.8,64,0.64
Syracuse vs. Washington State,Syracuse,3.6,59,0.59
Texas A&M vs. USC,Texas A&M,7.1,67,0.67
Connecticut vs. North Carolina,North Carolina,6.8,67,0.67
Boston College vs. Nebraska,Nebraska,1.7,54,0.54
UL-Lafayette vs. TCU,TCU,1.5,54,0.54
Iowa State vs. Miami-FL,Miami-FL,12.8,79,0.79
Miami-OH vs. Colorado State,Miami-OH,2,55,0.55
East Carolina vs. NC State,NC State,6.7,66,0.66
BYU vs. Colorado,BYU,3.2,58,0.58
Marshall vs. Army,Army,7.7,68,0.68
Iowa vs. Missouri,Iowa,2.5,56,0.56
Alabama vs. Michigan,Alabama,16.8,85,0.85
Louisville vs. Washington,Louisville,12.9,79,0.79
South Carolina vs. Illinois,South Carolina,10.3,74,0.74
Baylor vs. LSU,LSU,6.1,65,0.65
Boise State vs. Penn State,Penn State,11.5,77,0.77
Arizona State vs. Texas,Texas,16,84,0.84
Ohio State vs. Oregon,Ohio State,0.9,52,0.52
Notre Dame vs. Georgia,Georgia,0.5,51,0.51
Duke vs. Ole Miss,Ole Miss,18.9,88,0.88
North Texas vs. Texas State,Texas State,10.5,75,0.75
Minnesota vs. Virginia Tech,Virginia Tech,2.8,57,0.57
Buffalo vs. Liberty,Liberty,9,71,0.71
Penn State vs. Notre Dame,Penn State,0.3,51,0.51
Ohio State vs. Texas,Ohio State,4.8,62,0.62
